Timestamp,Graduation Year,Concentration (or best guess),Prior CS background:,"Have you ever considered taking a computer science course? If not, why not? If you have considered it, why did you decide not to take it?","If not, why not?","If you have considered taking a CS class, why did you decide not to take it?",Do you have plans to take any CS courses in the future?,Are you interested in getting a:,"In your opinion, should some programming knowledge be a requirement for graduation? If not, why not? If so, why?",Are you interested in pursuing a job with a quantitative focus after graduation?,What three words describe a computer science concentrator?,What made you decide to take your first CS course?,"Were there previous semesters in which you thought about taking a CS course but did not? If so, what stopped you from taking it before?",What were your impressions of the CS DEPARTMENT before you took your first class? After?,What were your impressions of CS students before you took your first class? After?,What was the best part of taking your first CS class?,What was the worst part of taking your first CS class?,"Do you think you‰Ûªll take another CS class? If so, why? If not, why not?",What three words would you use to describe a computer scientist concentrator?,Are you a CS Concentrator?,What CS classes have you taken?,How many years have you been programming?,What age did you start?,"Compared to others in your CS classes, you find your classes:",How good are you at programming compared to others in the CS classes you've taken?,How often do you go to office hours on average for your CS classes?,,How often do you think the average CS student goes to office hours?,How accessible is help in your CS classes?,How often do you interact with your CS professors outside of class?,How often do you interact with your CS class course staff?,"For a CS class with lectures twice a week, you attend lectures on average:","For a CS class with lectures twice a week, the average student attends lectures:",How involved do you feel with the CS community at Harvard?,"Do you consider yourself a member of any tech student organizations on campus? If yes, specify which ones.",How easy is it to find partners to work with on psets or final projects?,Are there any specific classes in which finding partners has been hard?,How have you met people to work on class material with?,What will you most likely pursue after graduation?,"If you are a sophomore, junior, or senior, what did you do last summer?",How stressful is the process of finding a summer internship/ job?,What three words would you use to describe a computer science concentrator?,What gender do you identify with,"By your estimates, is there a gender gap in enrollment in CS classes?","If yes, what factors (related or unrelated to college) do you think cause this gap?","If yes, what is the impact of this gender gap on your experience of CS at Harvard? ","Do you have a role model and/or mentor in CS? If so, who? ",I like CS because I am interested in the CS problems I get to think about and solve.,"Do you feel you have a mentor in CS? If so, who?","Who would you ask for CS help, if anyone?",I like CS because it gives me a tool to make a difference in other areas I care about.,I like CS primarily for some other reason:,How good are you at CS theory compared to others in the CS classes you've taken?,Secondary (if applicable),What subfield in tech industry would you be interested in working in?,What subfield in tech industry would you be interested in working in?,What will you most likely pursue after graduation?,What type of graduate school are you interested in?,What is your estimated concentration GPA?,What race(s) do you identify with?,How accessible are professors in your CS classes?,How accessible are teaching fellows in your CS classes?,Do you feel like you need more support in CS from:,,"Do you have a role model and/or mentor in CS? If so, who? ",Do you feel like you get the support you need for CS in terms of:,What subfield in tech industry would you be interested in working in?,,Are you a CS concentrator or intending to be a CS concentrator? ,Any comments on the accessibility of help?,How often do you interact with your professors?.
10/18/2015 17:25:36,2016,Applied Math,Never taken CS at Harvard,"Yes, but I didn't want the huge workload of CS50.",,,No,None of the above,"Yes, it should be. As a senior on a job search, I now appreciate how important coding is.",Yes,"Nerdy, quiet, not well-rounded",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,4,Sociological factors that start from a much younger age -- girls growing up don't have examples of prominent women in the sciences and all stereotypes of computer scientists are male-oriented.,Pretty small. just means there are more women in liberal arts classes.,,,,,,,,,,,,,,Caucasian,,,,,,,,,,,
10/18/2015 18:31:43,2018,Chemistry,Never taken CS at Harvard,"I have considered taking a computer science course this semester, but my workload was already to heavy so I decided now wasn't the best time. ",,,Yes,None of the above,I think programming knowledge is very helpful but I dont think it should be a requirement because some people are just not interested in in or will ever need it in their lives. ,No,sleep-deprived enthusiast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,3,"Because I've never taken a CS class, I'm not sure if there is a gender gap but I assume that the concentration is more male dominated because most STEM classes are like that.",It has had no affect on my experience of CS at Harvard since I haven't taken a CS class yet. ,,,,,,,,,,,,,,Black or African American,,,,,,,,,,,
10/18/2015 18:32:27,2017,Psychology,Never taken CS at Harvard,I thought about it because I thought it would make me more well rounded. I decided not to take it because when I see people doing CS psets they look miserable.,,,No,None of the above,An employer told me that if a company needs someone versed in IT/programming they'll hire a specialist.,No,"computer, science, concentrator",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,2,I think women have been slower to move into a lot of STEM careers.,None.,,,,,,,,,,,,,,"Black or African American, Caucasian",,,,,,,,,,,
10/18/2015 19:08:24,2018,Government,Never taken CS at Harvard,No - it sounds unnecessarily hard and completely uninteresting.,,,No,None of the above,I don't think so. I think it would be strange to have an entire gen-ed just for programming.,No,"smart, dedicated, fun",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,4,I think it is probably caused by a lack of nurturing scientific interest in women.,"No impact - I am very much into public service, politics, and government, and wouldn't have planned to take CS no matter what.",,,,,,,,,,,,,,Caucasian,,,,,,,,,,,
10/18/2015 19:08:34,2018,Chemistry,Never taken CS at Harvard,No.,,,No,None of the above,Depends on personal interest. I don't think programming should be a required subject because technology changes so fast that CS 10 years from now is going to be so different from CS today,No,"Har-core, nerdy, money-envy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,4,Men are more interested in math and sciences in general,N/a,,,,,,,,GHHP,,,,,,Asian,,,,,,,,,,,
10/18/2015 19:08:40,2017,economics,Never taken CS at Harvard,"No, seem irrelevant to my field and cs50 seems unnecessarily difficult.",,,No,None of the above,"Yes, probably. Seems like useful knowledge",No,"analytical, smart, driven",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,4,Women are scared of CS or are discouraged from doing it. ,N/A,,,,,,,,statistics,,,,,,Asian,,,,,,,,,,,
10/18/2015 19:15:14,2017,Biomedical Engineering,Never taken CS at Harvard,yes. can't take it because it doesn't fit in my schedule,,,Yes,None of the above,yes. it's very useful and gives you the tools to accomplish a wide range of goals/projects.,Yes,"hard-working, smart",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,3,women may feel that they are not qualified to take CS because it seems like CS is male-dominated and requires the person to be really smart,"none. although I do feel it in biomedical engineering as well, when sometimes I feel that I'm not smart enough to be in BME",,,,,,,,Psychology,,,,,,Asian,,,,,,,,,,,
10/18/2015 19:20:50,2017,Environmental Science and Public Policy,Never taken CS at Harvard,"Considered Cs50, but have heard that it has a schedule that is not conducive to life as a student athlete, because office hours are only from 9-12 PM and I need to be asleep by then because I have early morning practices. Am still considering taking Cs1 in the future. ",,,Yes,None of the above,"yes, because it is so important in todays world. ",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,2,don't think a gap necessarily exists. most cs majors i know are girls. ,no perceived gap,,,,,,,,,,,,,,Caucasian,,,,,,,,,,,
10/18/2015 19:22:04,2017,History,Never taken CS at Harvard,"I considered taking CS50 to get a basic sense of programming but ultimately decided:
1. It's too hard.
2. The amount of time I would have to put into it would exceed how much I would get out of it.
3. I wanted to take other classes more.",,,No,None of the above,"No. It's not yet a totally necessary skill for all job types, though it is increasingly useful.  My sense is that the classes below CS 50 aren't thorough enough to be useful and CS50 has a reputation of being a bit archaic in its languages.",No,"quantitative, careerist, bored",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,3,I would guess most of this gap just stems from the lower number of women in STEM more generally.  I can't think of anything Harvard does to widen (or narrow really) the gap.,n/a,,,,,,,,Economics,,,,,,Caucasian,,,,,,,,,,,
10/18/2015 19:23:16,2017,Government,Never taken CS at Harvard,"Yes, but I have heard negative things about the courses. ",,,No,None of the above,"No, I think it's useful but many people will not need to understand CS for their future jobs and it's less commonly use in day to day like by a large number of people. Economics, for example, is useful for anyone to know since everyone will be engaged in the economy. ",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,2,Society has created gender roles that do not encourage women towards science,N/A- I have not taken CS at Harvard. Gender has played no role in that decision. I took CS before Harvard and I enjoy CS but I don't like the cult-like attitude around CS50 and the fact that it seems more like a concert and worshipping of the professor than an actual course. ,,,,,,,,,,,,,,Caucasian,,,,,,,,,,,
10/18/2015 19:25:49,2017,Anthropology,Never taken CS at Harvard,"Considered, but CS-50 seems cultish, more work than it is worth for my interests. ",,,No,None of the above,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,4,Bro-ish culture,"As a woman, I am not interested in taking predominantly male classes. In my experience that means getting talked over or dismissed. ",,,,,,,,OEB,,,,,,Hispanic or Latino,,,,,,,,,,,
10/18/2015 19:28:34,2017,Government,Never taken CS at Harvard,"Shopped CS50 once, and it seemed like taking just one CS course wouldn't be enough to make an academic impact if it was the only one I ever took in my Harvard career. ",,,No,None of the above,"No, I think it is too stringent to say that one department is more important than the others and that all students should have to take programming. I don't think programming is definitively more valuable than calculus or a government intro class, and so I don't see how anyone could require programming and not other things. ",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,4,Not sure,Gender has not been a factor in my choosing to not take CS at Harvard.,,,,,,,,N/A,,,,,,Caucasian,,,,,,,,,,,
10/18/2015 19:29:29,2017,History,Never taken CS at Harvard,"While I would like to know how it works, I'm not interested in coding. I don't like staring at screens any more than I need to. ",,,No,None of the above,"No--Harvard doesn't have any requirements that are that specific, and it seems inappropriate to make an exception for CS.",No,"money, stressed, focused",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,4,"Growing up girls do usually have more of an affinity for qualitative skills than boys, and boys do have more of an affinity for quantitative skills than girls. I don't think this is the same across the board, but is a general/natural pattern. I also don't think that a woman can't become just as skilled in something quantitative as a man, I just think that since early on a girl may not have as much of an affinity for it, she may not be as motivated (or encouraged) to pursue it. ",There isn't one.,,,,,,,,,,,,,,Caucasian,,,,,,,,,,,
10/18/2015 19:42:05,2018,"Anthropology, Music",Never taken CS at Harvard,"I have, but ultimately did not because I don't want to take CS50.",,,No,None of the above,"No. If it's relevant to someone's field or interest/future plans, they will take it upon themselves to take the course. The gen ed/expos requirements are already too much. ",No,"Obnoxious, thoughtless, too-practical",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,4,The patriarchy.,None personally. ,,,,,,,,VES (Environmental Studies) or HEB,,,,,,Caucasian,,,,,,,,,,,
10/18/2015 19:46:06,2018,Integrative Biology,Never taken CS at Harvard,Yes; plan on taking in the future.,,,Yes,None of the above,No; not a skill that is universally used in the workforce.,Yes,Computer science concentrator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,3,Can not make an accurate estimate as to whether or not there is a gap because I have never taken a CS class at Harvard.,N/A (Have never taken a CS class at Harvard),,,,,,,,Neurobiology,,,,,,"Caucasian, Hispanic or Latino",,,,,,,,,,,
10/18/2015 20:05:42,2018,statistics,Never taken CS at Harvard,"never taken it. only offered one at Harvard, never had the opportunity to do so beforehand. Have not taken one yet because I've heard it's a brutal class and takes up a lot of time. But hopefully in an easier semester I can fit one in and get a basic useful skill",,,Yes,None of the above,yes. but not as hard and ridiculously stressful as CS50,Yes,"intense, foreign, stressful",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,3,guys are more computer games orientated and are innately better at problem solving,doesn't have an impact,,,,,,,,psychology,,,,,,Asian,,,,,,,,,,,
10/18/2015 20:15:37,2017,Human Evolutionary Biology,Never taken CS at Harvard,yes; I am planning on taking it in the future when I have more space for electives in my schedule,,,Yes,None of the above,no; most people won't ever use coding in the future,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,4,stereotype of CS concentrators,hasn't had an impact,,,,,,,,Global Health and Health Policy,,,,,,Hispanic or Latino,,,,,,,,,,,
10/18/2015 20:55:29,2016,Economics,Never taken CS at Harvard,"No, I feel that it is not relevant to what I want to do.",,,No,None of the above,"I think it is useful to have some programming knowledge, but it should be more like making us know how to programs like SAS, Mathlab, R etc. I don't think people should be required to take CS50.",Yes,"smart, mathy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,3,"Family background and in general, I feel that boys like computer games etc more than girls do when they are young, which might contribute to their interest in computer science.",None,,,,,,,,,,,,,,Asian,,,,,,,,,,,
10/18/2015 21:11:10,2018,English,Never taken CS at Harvard,"Yes, but it's a lot of work on top of other classes in an area that's not crucial to my concentration.",,,No,None of the above,"No, because we don't communicate in computer languages like we do in foreign languages.",No,"tired, logical, nerdy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,4,Previous inexperience/discouragement of participation in STEM,None,,,,,,,,Chemistry,,,,,,Asian,,,,,,,,,,,
10/18/2015 21:45:51,2017,EPS,Never taken CS at Harvard,I don't want CS50 to take up all of my time that I need to spend on PS 12b.,,,Yes,None of the above,"No, otherwise you mind as well tell people that knowledge about filing taxes or buying a house should also be required, but it would be a good thing to learn.",Yes,"math-oriented, problem-solver, creative",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,4,"I think it's a historical gap, but it's becoming less of a problem today. Usually the problem is access to coding knowledge.",I actually know a lot of female friends who are very smart and know how to code,,,,,,,,ESPP,,,,,,Asian,,,,,,,,,,,
10/18/2015 21:50:24,2017,Economics,Never taken CS at Harvard,"Yes, I just haven't had time in my schedule yet.",,,Yes,None of the above,"Yes, I think it's something that is helpful for everyone to know.",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,3,Societal norms,It's sometimes discouraging,,,,,,,,Neurobiology,,,,,,Asian,,,,,,,,,,,
10/18/2015 22:14:00,2017,HEB,Never taken CS at Harvard,"I've considered it, but it seems too intimidating and time consuming for someone with zero experience.",,,No,None of the above,"No. I don't think most people would ever have to use that knowledge and if they did, one college class probably wouldn't be enough to be able to be of use.",No,nerdy white male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,3,Women aren't as encouraged to pursue STEM fields and when they do there are considerable obstacles such as workplace environment and salary disparities.,CS seems pretty intimidating as a woman in a male-dominated field,,,,,,,,Religion,,,,,,Caucasian,,,,,,,,,,,
10/18/2015 22:15:31,2018,Sociology,Never taken CS at Harvard,"Considered it before, for practical/work skill reasons. Decided not to take it because I've prioritized other classes.",,,No,None of the above,"I don't think it should be. I see why it would be a useful job skill in this age, but programming is not a basic tenant of liberal arts. It's a skill, not a concept to me.",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,3,Women are discouraged to participate in STEM jobs. Could be intimidated by the environment/rude men in the department.,N/A,,,,,,,,,,,,,,Hispanic or Latino,,,,,,,,,,,
10/18/2015 22:21:20,2018,Neurobiology,Never taken CS at Harvard,"No, courses seem too difficult and beginner-unfriendly.",,,No,None of the above,"No.  While programming is applicable in a wide variety of fields, each research project requires a different programming language and skill set within that language.  It is more efficient to self-teach the specific programming skill sets that are needed than to sit through a full course.",No,"Analytical, creative, specialized",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,4,Decades of male dominance in computer science.,Women seem to be less open about discussing their interests in CS.,,,,,,,,Global Health,,,,,,Asian,,,,,,,,,,,
10/18/2015 22:24:42,2018,Applied Math (Maybe Pre-vet),Never taken CS at Harvard,"Yes, but didn't because thought it was going to be too challenging",,,Yes,None of the above,"no, because there are lots of people who don't have prior programming knowledge but are very much interested in learning about it!",No,cool innovative creative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,4,"Lots of reasons. the way different genders are taught to like certain things, gravitate towards certain things, learn certain subjects at such a young age",More afraid of trying it out,,,,,,,,Global Health and Public Policy,,,,,,Asian,,,,,,,,,,,
